UNITID,INSTNM,INST_DISPLAYNM,CIPCODE,CIPDESC,CREDDESC,IPEDSCOUNT1,IPEDSCOUNT2,AWARDSTOTAL
177940,Lincoln University,Lincoln University (Mo.),4510,Political Science and Government.,Bachelor's Degree,1,5,6
177940,Lincoln University,Lincoln University (Mo.),5401,History.,Bachelor's Degree,3,3,6
177940,Lincoln University,Lincoln University (Mo.),1609,"Romance Languages, Literatures, and Linguistics.",Bachelor's Degree,3,3,6
213598,Lincoln University,The Lincoln University (Pa.),2602,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,4,2,6
213598,Lincoln University,The Lincoln University (Pa.),1502,Civil Engineering Technologies/Technicians.,Bachelor's Degree,3,2,5
177940,Lincoln University,Lincoln University (Mo.),5009,Music.,Bachelor's Degree,1,3,4
213598,Lincoln University,The Lincoln University (Pa.),4005,Chemistry.,Bachelor's Degree,0,3,3
177940,Lincoln University,Lincoln University (Mo.),4008,Physics.,Bachelor's Degree,2,1,3
177940,Lincoln University,Lincoln University (Mo.),4511,Sociology.,Bachelor's Degree,2,1,3
177940,Lincoln University,Lincoln University (Mo.),1413,Engineering Science.,Bachelor's Degree,0,3,3
213598,Lincoln University,The Lincoln University (Pa.),4005,Chemistry.,Bachelor's Degree,2,1,3
213598,Lincoln University,The Lincoln University (Pa.),1310,Special Education and Teaching.,Bachelor's Degree,1,1,2
177940,Lincoln University,Lincoln University (Mo.),2701,Mathematics.,Bachelor's Degree,1,1,2
177940,Lincoln University,Lincoln University (Mo.),2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,1,1,2
213598,Lincoln University,The Lincoln University (Pa.),3801,Philosophy.,Bachelor's Degree,2,0,2
213598,Lincoln University,The Lincoln University (Pa.),3802,Religion/Religious Studies.,Bachelor's Degree,1,1,2
213598,Lincoln University,The Lincoln University (Pa.),5401,History.,Bachelor's Degree,1,1,2
213598,Lincoln University,The Lincoln University (Pa.),101,Agricultural Business and Management.,Bachelor's Degree,1,NA,1
177940,Lincoln University,Lincoln University (Mo.),5007,Fine and Studio Arts.,Bachelor's Degree,0,1,1
177940,Lincoln University,Lincoln University (Mo.),301,Natural Resources Conservation and Research.,Bachelor's Degree,0,1,1
213598,Lincoln University,The Lincoln University (Pa.),2701,Mathematics.,Bachelor's Degree,0,1,1
213598,Lincoln University,The Lincoln University (Pa.),5201,"Business/Commerce, General.",Bachelor's Degree,188,186,374
198862,Livingstone College,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,17,21,38
198862,Livingstone College,,4301,Criminal Justice and Corrections.,Bachelor's Degree,14,14,28
198862,Livingstone College,,2601,"Biology, General.",Bachelor's Degree,16,8,24
198862,Livingstone College,,4407,Social Work.,Bachelor's Degree,18,6,24
198862,Livingstone College,,4201,"Psychology, General.",Bachelor's Degree,10,10,20
198862,Livingstone College,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,9,10,19
198862,Livingstone College,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,8,5,13
198862,Livingstone College,,5209,Hospitality Administration/Management.,Bachelor's Degree,11,2,13
198862,Livingstone College,,2701,Mathematics.,Bachelor's Degree,4,2,6
198862,Livingstone College,,3802,Religion/Religious Studies.,Bachelor's Degree,2,3,5
198862,Livingstone College,,4510,Political Science and Government.,Bachelor's Degree,3,2,5
198862,Livingstone College,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,0,4,4
198862,Livingstone College,,2301,"English Language and Literature, General.",Bachelor's Degree,3,1,4
198862,Livingstone College,,4511,Sociology.,Bachelor's Degree,1,2,3
198862,Livingstone College,,5401,History.,Bachelor's Degree,0,2,2
198862,Livingstone College,,5009,Music.,Bachelor's Degree,1,0,1
198862,Livingstone College,,2601,"Biology, General.",Bachelor's Degree,41,54,95
101675,Miles College,,4301,Criminal Justice and Corrections.,Bachelor's Degree,34,20,54
101675,Miles College,,4407,Social Work.,Bachelor's Degree,19,17,36
101675,Miles College,,999,"Communication, Journalism, and Related Programs, Other.",Bachelor's Degree,12,16,28
101675,Miles College,,2601,"Biology, General.",Bachelor's Degree,19,8,27
101675,Miles College,,5299,"Business, Management, Marketing, and Related Support Services, Other.",Bachelor's Degree,NA,18,18
101675,Miles College,,1907,"Human Development, Family Studies, and Related Services.",Bachelor's Degree,9,8,17
101675,Miles College,,1109,Computer Systems Networking and Telecommunications.,Bachelor's Degree,9,6,15
101675,Miles College,,4510,Political Science and Government.,Bachelor's Degree,9,5,14
101675,Miles College,,5009,Music.,Bachelor's Degree,10,3,13
101675,Miles College,,5203,Accounting and Related Services.,Bachelor's Degree,8,4,12
101675,Miles College,,4201,"Psychology, General.",Bachelor's Degree,NA,7,7
101675,Miles College,,2301,"English Language and Literature, General.",Bachelor's Degree,3,3,6
101675,Miles College,,5401,History.,Bachelor's Degree,2,4,6
101675,Miles College,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,0,3,3
101675,Miles College,,4005,Chemistry.,Bachelor's Degree,2,1,3
101675,Miles College,,5001,"Visual and Performing Arts, General.",Bachelor's Degree,2,0,2
101675,Miles College,,301,Natural Resources Conservation and Research.,Bachelor's Degree,1,0,1
101675,Miles College,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,1,0,1
101675,Miles College,,2701,Mathematics.,Bachelor's Degree,1,0,1
101675,Miles College,,5212,Management Information Systems and Services.,Bachelor's Degree,1,0,1
101675,Miles College,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,9,11,20
176044,Mississippi Valley State University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,26,34,60
176044,Mississippi Valley State University,,2601,"Biology, General.",Bachelor's Degree,22,28,50
176044,Mississippi Valley State University,,4407,Social Work.,Bachelor's Degree,23,20,43
176044,Mississippi Valley State University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,19,24,43
176044,Mississippi Valley State University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,17,15,32
176044,Mississippi Valley State University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,15,10,25
176044,Mississippi Valley State University,,909,"Public Relations, Advertising, and Applied Communication.",Bachelor's Degree,11,12,23
176044,Mississippi Valley State University,,1506,Industrial Production Technologies/Technicians.,Bachelor's Degree,11,9,20
176044,Mississippi Valley State University,,4005,Chemistry.,Bachelor's Degree,5,11,16
